,sumdid,company,lat,lon,geometry,index_right,zip,objectid,po_name,shape_stlength,shape_starea
2282,Powered432,Gotcha,36.121669,-86.770347,POINT (-86.770347 36.121669),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2334,Powered447,Gotcha,36.12148,-86.77045,POINT (-86.77045 36.12148),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2486,Powered483864,Lyft,36.128692,-86.784601,POINT (-86.784601 36.128692),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2597,Powered4f14bf83-292e-5401-923c-2ca3dd03d15d,Jump,36.1198,-86.781,POINT (-86.781 36.1198),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2767,Powered515,Gotcha,36.121581,-86.770304,POINT (-86.770304 36.121581),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2794,Powered520856,Lyft,36.127119,-86.787756,POINT (-86.787756 36.127119),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2884,Powered547,Gotcha,36.121705,-86.770273,POINT (-86.770273 36.121705),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
2909,Powered5534BHQRBTGDT,Lime,36.126892,-86.788716,POINT (-86.788716 36.126892),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3042,Powered589491,Lyft,36.125089,-86.775192,POINT (-86.775192 36.125089),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3074,Powered594863,Lyft,36.125282,-86.782178,POINT (-86.782178 36.125282),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3147,Powered5fb8e47f-d8bf-5276-a7ee-07c5cbede466,Jump,36.1188,-86.7898,POINT (-86.7898 36.1188),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3249,Powered609,Gotcha,36.121391,-86.770298,POINT (-86.770298 36.121391),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3273,Powered61715b9d-e0fc-5586-9bb3-79a1a3f2987d,Jump,36.1189,-86.7786,POINT (-86.7786 36.1189),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3276,Powered618,Gotcha,36.120961,-86.771115,POINT (-86.771115 36.120961),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3398,Powered648966,Lyft,36.122257,-86.788481,POINT (-86.788481 36.122257),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3444,Powered66039090-df59-5956-8c4b-c9255cb56351,Jump,36.1197,-86.786,POINT (-86.786 36.1197),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3450,Powered66174341-6020-5821-9a7c-cd14ffafa4a5,Jump,36.1194,-86.7699,POINT (-86.7699 36.1194),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3491,Powered673353,Lyft,36.111469,-86.790074,POINT (-86.790074 36.111469),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3805,Powered715,Gotcha,36.121161,-86.770847,POINT (-86.770847 36.121161),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3809,Powered717,Gotcha,36.121247,-86.770539,POINT (-86.770539 36.121247),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3838,Powered722179,Lyft,36.125169,-86.77515,POINT (-86.77515 36.125169),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3844,Powered725,Gotcha,36.12133,-86.770388,POINT (-86.770388 36.12133),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3885,Powered735212,Lyft,36.125152,-86.789121,POINT (-86.789121 36.125152),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3941,Powered7503590,Spin,36.1161,-86.77135,POINT (-86.77135 36.1161),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3945,Powered7528dea2-190c-5811-a43f-e7f71d181399,Jump,36.1196,-86.7873,POINT (-86.7873 36.1196),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3970,Powered759,Gotcha,36.121318,-86.770368,POINT (-86.770368 36.121318),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
3985,Powered760547,Lyft,36.125057,-86.778742,POINT (-86.778742 36.125057),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4007,Powered769,Gotcha,36.121522,-86.770209,POINT (-86.770209 36.121522),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4053,Powered782,Gotcha,36.120806,-86.770556,POINT (-86.770556 36.120806),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4302,Powered806,Gotcha,36.121484,-86.770499,POINT (-86.770499 36.121484),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4326,Powered812,Gotcha,36.121178,-86.770427,POINT (-86.770427 36.121178),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4526,Powered871505,Lyft,36.1227,-86.789676,POINT (-86.789676 36.1227),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4534,Powered874462,Lyft,36.124912,-86.775071,POINT (-86.775071 36.124912),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4563,Powered881098,Lyft,36.125177,-86.775335,POINT (-86.775335 36.125177),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4646,Powered8aed064c-3b2b-574b-bc8b-504ed863e32a,Jump,36.1197,-86.7744,POINT (-86.7744 36.1197),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4654,Powered8c38f7fa-e751-56ae-9a4f-2d015c8f66b9,Jump,36.1202,-86.7768,POINT (-86.7768 36.1202),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4659,Powered8CUZ8,Bird,36.122315,-86.78946,POINT (-86.78946 36.122315),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4761,Powered901238,Lyft,36.124812,-86.789279,POINT (-86.789279 36.124812),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
4948,Powered952889bd-8faf-55de-83d9-e12657c8f8f9,Jump,36.1202,-86.7878,POINT (-86.7878 36.1202),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5016,Powered970321,Lyft,36.125106,-86.775151,POINT (-86.775151 36.125106),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5248,Powered9YZXU,Bird,36.123128,-86.789361,POINT (-86.789361 36.123128),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5253,Powereda02c42ec-a7d0-53c4-bfa0-d21522715804,Jump,36.1196,-86.7774,POINT (-86.7774 36.1196),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5292,Powereda4cf2172-9d7e-51d0-a765-e75596da991c,Jump,36.1195,-86.7849,POINT (-86.7849 36.1195),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5362,Poweredac715caa-251a-5cf8-a464-6e2c8d3f5048,Jump,36.1195,-86.7908,POINT (-86.7908 36.1195),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5505,Poweredb035ee75-ef3d-58b2-82a0-d049c46f5fae,Jump,36.1195,-86.7673,POINT (-86.7673 36.1195),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5550,Poweredb543fea9-417e-503a-97c8-1793f9ae7543,Jump,36.1197,-86.7892,POINT (-86.7892 36.1197),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5603,Poweredba8735b0-8c69-59ef-b8c7-88f13ed71d99,Jump,36.1197,-86.7776,POINT (-86.7776 36.1197),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5892,Poweredcd6b3245-b1ed-588e-aff0-40089672bfa9,Jump,36.1197,-86.7751,POINT (-86.7751 36.1197),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5932,PoweredCJVSP,Bird,36.123863,-86.789704,POINT (-86.789704 36.123863),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
5991,PoweredCV5BL,Bird,36.126796,-86.789365,POINT (-86.789365 36.126796),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6068,Poweredd56b73ac-72a8-5184-acaf-4a9d2efab086,Jump,36.1195,-86.7797,POINT (-86.7797 36.1195),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6153,Poweredde0794a7-dd68-5cfe-81ff-2a5bd7f272eb,Jump,36.1189,-86.7893,POINT (-86.7893 36.1189),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6222,PoweredDNB3LM4OLVXO2,Lime,36.10655,-86.79939,POINT (-86.79939 36.10655),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6492,PoweredEQMML,Bird,36.125191,-86.789472,POINT (-86.789472 36.125191),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6496,PoweredERZ4Q,Bird,36.13314,-86.77996,POINT (-86.77996 36.13314),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6548,Poweredf1a56039-d793-544d-a844-4593533204cc,Jump,36.1187,-86.788,POINT (-86.788 36.1187),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
6793,PoweredG42BYREDX7SVF,Lime,36.121779,-86.790541,POINT (-86.790541 36.121779),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
8509,PoweredQTMM5,Bird,36.120517,-86.79041,POINT (-86.79041 36.120517),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
9656,PoweredXQ7EQPTN42G5T,Lime,36.128511,-86.778973,POINT (-86.778973 36.128511),2,37204,9,NASHVILLE,93180.292250425613,200664795.51708984
284,Powered-c3be85dc-6bc5-c8d4-3f1b-2d81f92077f8,Bolt,36.143477,-86.802482,POINT (-86.802482 36.143477),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
775,Powered159591,Lyft,36.142674,-86.800346,POINT (-86.800346 36.142674),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
1326,Powered264903,Lyft,36.140728,-86.801363,POINT (-86.801363 36.140728),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
1606,Powered302591,Lyft,36.143792,-86.800226,POINT (-86.800226 36.143792),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
2849,Powered538565,Lyft,36.138648,-86.805078,POINT (-86.805078 36.138648),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
3385,Powered645527,Lyft,36.138705,-86.803288,POINT (-86.803288 36.138705),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
3496,Powered674577,Lyft,36.138956,-86.800816,POINT (-86.800816 36.138956),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
3892,Powered7370392,Spin,36.1389,-86.80399,POINT (-86.80399 36.1389),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
4166,Powered7DZJU,Bird,36.142297,-86.800635,POINT (-86.800635 36.142297),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
4571,Powered883651,Lyft,36.142146,-86.801819,POINT (-86.801819 36.142146),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
4977,Powered95JQF,Bird,36.144901,-86.799974,POINT (-86.799974 36.144901),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
5350,PoweredAB4VX,Bird,36.138339,-86.802579,POINT (-86.802579 36.138339),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
5775,PoweredC2UP2,Bird,36.138848,-86.805395,POINT (-86.805395 36.138848),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
5929,PoweredCJRJR,Bird,36.138358,-86.801582,POINT (-86.801582 36.138358),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6454,PoweredEIVB,Bird,36.138933,-86.806104,POINT (-86.806104 36.138933),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6505,PoweredEU6VZMSQ4VCS6,Lime,36.1429,-86.801264,POINT (-86.801264 36.1429),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6523,PoweredEX1CM,Bird,36.141469,-86.800513,POINT (-86.800513 36.141469),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6817,PoweredG869X,Bird,36.138457,-86.803732,POINT (-86.803732 36.138457),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6828,PoweredGBJ1N,Bird,36.139564,-86.803439,POINT (-86.803439 36.139564),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6871,PoweredGK1TJ,Bird,36.141432,-86.801275,POINT (-86.801275 36.141432),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
6889,PoweredGMYE1,Bird,36.14471,-86.800326,POINT (-86.800326 36.14471),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
7208,PoweredINWC9,Bird,36.140104,-86.802765,POINT (-86.802765 36.140104),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
7970,PoweredMX4JS,Bird,36.138819,-86.80631,POINT (-86.80631 36.138819),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8194,PoweredOR5QONQK6K4OP,Lime,36.143402,-86.801507,POINT (-86.801507 36.143402),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8363,PoweredPWQSX,Bird,36.140114,-86.802577,POINT (-86.802577 36.140114),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8393,PoweredQ5K3T,Bird,36.138794,-86.806266,POINT (-86.806266 36.138794),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8554,PoweredR3KLN,Bird,36.142703,-86.801499,POINT (-86.801499 36.142703),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8779,PoweredSKZLU,Bird,36.140999,-86.802549,POINT (-86.802549 36.140999),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8834,PoweredSX2AW,Bird,36.13856,-86.805828,POINT (-86.805828 36.13856),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
8919,PoweredTHYK7,Bird,36.14088,-86.801232,POINT (-86.801232 36.14088),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
9339,PoweredVRFIDR6DWOLG3,Lime,36.142354,-86.801317,POINT (-86.801317 36.142354),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
9370,PoweredVVW42EIJF2D5V,Lime,36.138446,-86.800773,POINT (-86.800773 36.138446),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
9545,PoweredWZGCE,Bird,36.140176,-86.802407,POINT (-86.802407 36.140176),30,37232,35,NASHVILLE,9914.0803318030248,2392242.1323242187
351,Powered-f9bee790-0731-15a4-0890-7772ceb14397,Bolt,36.169809,-86.782123,POINT (-86.782123 36.169809),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
629,Powered116968,Lyft,36.163432,-86.778767,POINT (-86.778767 36.163432),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
1028,Powered1PDIE,Bird,36.16283,-86.781197,POINT (-86.781197 36.16283),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
2701,Powered4Y5H4,Bird,36.164317,-86.780511,POINT (-86.780511 36.164317),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
2923,Powered558,Gotcha,36.168714,-86.78306,POINT (-86.78306 36.168714),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
3027,Powered5853593,Spin,36.16175,-86.77883,POINT (-86.77883 36.16175),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
3036,Powered587699,Lyft,36.166699,-86.781208,POINT (-86.781208 36.166699),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
3766,Powered702416,Lyft,36.164263,-86.786186,POINT (-86.786186 36.164263),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
3828,Powered71BQW,Bird,36.162347,-86.782061,POINT (-86.782061 36.162347),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
4046,Powered77M77,Bird,36.167861,-86.783195,POINT (-86.783195 36.167861),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
5047,Powered977066,Lyft,36.165183,-86.786567,POINT (-86.786567 36.165183),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
5501,PoweredAZTS8,Bird,36.162479,-86.778755,POINT (-86.778755 36.162479),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
5639,PoweredBF4W5,Bird,36.163623,-86.781395,POINT (-86.781395 36.163623),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
6612,Poweredfa549dd6-40bb-5757-ac87-2c2528f2bc68,Jump,36.1622,-86.7806,POINT (-86.7806 36.1622),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
6706,PoweredFJD85,Bird,36.161658,-86.777911,POINT (-86.777911 36.161658),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
7131,PoweredIB5CN,Bird,36.162475,-86.780617,POINT (-86.780617 36.162475),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
7290,PoweredJ468A,Bird,36.16336,-86.783914,POINT (-86.783914 36.16336),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
8285,PoweredPGT79,Bird,36.165686,-86.78375,POINT (-86.78375 36.165686),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
8938,PoweredTLBGULCIY353V,Lime,36.164337,-86.780638,POINT (-86.780638 36.164337),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
9764,PoweredYEBSU,Bird,36.161052,-86.781899,POINT (-86.781899 36.161052),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
9841,PoweredYY392,Bird,36.163327,-86.783483,POINT (-86.783483 36.163327),24,37219,15,NASHVILLE,21013.192337432083,6579013.4385986328
359,Powered-ff728c28-5239-68af-ddf3-6d1207b01196,Bolt,36.151526,-86.763443,POINT (-86.763443 36.151526),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
847,Powered1752718b-c28d-51de-9f22-4934e91a9c4e,Jump,36.1472,-86.7612,POINT (-86.7612 36.1472),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
965,Powered1b7e9fe8-b131-5b7e-ac49-0810e960a4f7,Jump,36.1573,-86.7649,POINT (-86.7649 36.1573),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
1285,Powered2541946,Spin,36.147811,-86.740493,POINT (-86.740493 36.147811),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
1572,Powered2V7CCFVOQ64IL,Lime,36.149412,-86.765424,POINT (-86.765424 36.149412),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
1670,Powered3207863,Spin,36.14782,-86.74042,POINT (-86.74042 36.14782),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2050,Powered3F3VK,Bird,36.157085,-86.769978,POINT (-86.769978 36.157085),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2055,Powered3fa2cdfe-b59a-5756-92d6-e8e8588af3ac,Jump,36.1554,-86.7728,POINT (-86.7728 36.1554),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2163,Powered3ZPZ7,Bird,36.158474,-86.768241,POINT (-86.768241 36.158474),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2240,Powered4207036,Spin,36.1479,-86.74064,POINT (-86.74064 36.1479),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2247,Powered4233824,Spin,36.147647,-86.740524,POINT (-86.740524 36.147647),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2279,Powered4314410,Spin,36.14795,-86.74051,POINT (-86.74051 36.14795),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2417,Powered4673881,Spin,36.14775,-86.74009,POINT (-86.74009 36.14775),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2445,Powered4736959,Spin,36.147853,-86.740545,POINT (-86.740545 36.147853),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2514,Powered4903629,Spin,36.147811,-86.740493,POINT (-86.740493 36.147811),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2585,Powered4E63K,Bird,36.156479,-86.766763,POINT (-86.766763 36.156479),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
2920,Powered5574643,Spin,36.14775,-86.74023,POINT (-86.74023 36.14775),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3142,Powered5f485e31-fe90-54d4-8b44-c5231c7edd8d,Jump,36.1561,-86.7353,POINT (-86.7353 36.1561),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3224,Powered5ZT8P,Bird,36.154826,-86.772927,POINT (-86.772927 36.154826),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3378,Powered6439423,Spin,36.147953,-86.74051,POINT (-86.74051 36.147953),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3392,Powered6460620,Spin,36.15058,-86.76384,POINT (-86.76384 36.15058),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3436,Powered6599831,Spin,36.147729,-86.740345,POINT (-86.740345 36.147729),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3449,Powered6614464,Spin,36.15118,-86.75784,POINT (-86.75784 36.15118),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
3864,Powered72FANSTI4TPRO,Lime,36.157589,-86.74587,POINT (-86.74587 36.157589),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4008,Powered7694948,Spin,36.147811,-86.740493,POINT (-86.740493 36.147811),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4031,Powered7755191,Spin,36.14772,-86.7402,POINT (-86.7402 36.14772),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4051,Powered7814946,Spin,36.151174,-86.765501,POINT (-86.765501 36.151174),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4062,Powered785,Gotcha,36.152102,-86.762997,POINT (-86.762997 36.152102),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4438,Powered8468615,Spin,36.147777,-86.740229,POINT (-86.740229 36.147777),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4694,Powered8HUE6,Bird,36.156981,-86.765129,POINT (-86.765129 36.156981),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4769,Powered9044766,Spin,36.147701,-86.740263,POINT (-86.740263 36.147701),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
4963,Powered9561451,Spin,36.14782,-86.740564,POINT (-86.740564 36.14782),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
5299,PoweredA54P7DOFZA7I2,Lime,36.157508,-86.745971,POINT (-86.745971 36.157508),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
5440,PoweredAL5VJH3BPSQ5A,Lime,36.157714,-86.745868,POINT (-86.745868 36.157714),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
5664,PoweredBJEGLBDSWFTDY,Lime,36.154873,-86.761886,POINT (-86.761886 36.154873),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
5944,PoweredCLQ52TXLIPXBK,Lime,36.157446,-86.745621,POINT (-86.745621 36.157446),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
6577,PoweredF58BP,Bird,36.158389,-86.768462,POINT (-86.768462 36.158389),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
6801,PoweredG5CLOYVGYM7J5,Lime,36.157551,-86.745907,POINT (-86.745907 36.157551),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
7148,PoweredIE7H5RIN474PE,Lime,36.149591,-86.762551,POINT (-86.762551 36.149591),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
8534,PoweredQXXATJHXPWORI,Lime,36.157617,-86.745882,POINT (-86.745882 36.157617),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
8924,PoweredTJ677IEJM34BS,Lime,36.157441,-86.746059,POINT (-86.746059 36.157441),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
9017,PoweredU2FE76E4NYFDT,Lime,36.157599,-86.745912,POINT (-86.745912 36.157599),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
9265,PoweredVD7LZ,Bird,36.15844,-86.768174,POINT (-86.768174 36.15844),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
9579,PoweredX7SAN,Bird,36.157525,-86.766455,POINT (-86.766455 36.157525),47,37210,12,NASHVILLE,93234.882954078275,265638803.54284668
370,Powered00746183-96c8-58d7-97b5-04a091c91b34,Jump,36.1202,-86.7533,POINT (-86.7533 36.1202),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
410,Powered0286418d-3aff-5080-b4ee-a1ac8be225b8,Jump,36.1199,-86.7536,POINT (-86.7536 36.1199),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
414,Powered02e45bf6-625a-5acc-b1a4-090f18c580a7,Jump,36.12,-86.7533,POINT (-86.7533 36.12),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
431,Powered039fb97c-32fa-5349-99bf-cbbb24f86fa3,Jump,36.1195,-86.7538,POINT (-86.7538 36.1195),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
434,Powered03f50430-df25-5735-8602-3bc0675f9c24,Jump,36.1198,-86.7536,POINT (-86.7536 36.1198),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
451,Powered04a47904-7a63-515a-94af-56e7e88be868,Jump,36.1199,-86.7534,POINT (-86.7534 36.1199),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
467,Powered05f026cb-c56c-556c-8939-cb7d464a0138,Jump,36.1195,-86.7535,POINT (-86.7535 36.1195),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
476,Powered0638bf90-dddf-51b6-9cf3-1d449baab7ee,Jump,36.1201,-86.7533,POINT (-86.7533 36.1201),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
489,Powered06dca486-1e3f-5bfa-89c2-084d7da40a23,Jump,36.1198,-86.7531,POINT (-86.7531 36.1198),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
503,Powered07c8ae09-4445-51ef-a49a-b6101706a0f0,Jump,36.1196,-86.7533,POINT (-86.7533 36.1196),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
510,Powered084cda5a-111d-5774-8d4b-ac14aabe9049,Jump,36.1195,-86.755,POINT (-86.755 36.1195),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
516,Powered08791c2a-8aa6-5d94-afd2-5ac027d54af9,Jump,36.1195,-86.7538,POINT (-86.7538 36.1195),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
522,Powered08f3c1e3-cc32-5641-a148-ddf8e9b8043e,Jump,36.1198,-86.7535,POINT (-86.7535 36.1198),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
546,Powered0a1709a9-6cff-59c3-9eb1-8afa24d59196,Jump,36.1201,-86.7534,POINT (-86.7534 36.1201),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
552,Powered0acc1ac1-f949-5e1a-97bb-716f2daeeeb5,Jump,36.1191,-86.7546,POINT (-86.7546 36.1191),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
558,Powered0c7c396a-64aa-5203-b7fa-df869dfd5dbb,Jump,36.1197,-86.7539,POINT (-86.7539 36.1197),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
560,Powered0cb2fdbf-c9e9-55df-b8f5-57be1f38690d,Jump,36.1199,-86.7533,POINT (-86.7533 36.1199),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
563,Powered0d0ca44f-f321-5000-a4a7-e9ac01654eab,Jump,36.1196,-86.753,POINT (-86.753 36.1196),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
573,Powered0ee69eef-dfc0-574a-9cd9-d21fc6360ec5,Jump,36.1198,-86.7531,POINT (-86.7531 36.1198),49,37211,39,NASHVILLE,290587.58467925159,602215091.79736328
